"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","StudyID","Author","Year_RW","country"
39,1,"a511a477-5e18-4803-a9c1-68f5adc7aa2e","","","ADDS\mafifi","8/29/2022 11:47:32 AM",NA,118,"A. J. Bradley, J. E. Breen, B. Payne and M. J. Green",2011,"UK"
